order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,customer_name,city,currency,product_name,category,price_INR,price_USD,on_time,in_full,otif,ontime_target%,infull_target%,otif_target%
FMR321902603,2025-03-18,789902,25891603,148,2025-03-21,2025-03-21,148,1,1,1,Elite Mart,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,1,1,1,90,81,73
FMR320703603,2025-03-18,789703,25891603,135,2025-03-20,2025-03-21,135,1,0,0,Sorefoz Mart,Vadodara,INR,AM Tea 100,beverages,45,1.0,0,1,0,85,78,66
FMR320301603,2025-03-18,789301,25891603,191,2025-03-20,2025-03-20,153,0,1,0,Foodtown,"New Jersey, US",USD,AM Tea 100,beverages,45,1.0,1,0,0,89,78,69
FMR320702603,2025-03-18,789702,25891603,50,2025-03-20,2025-03-21,45,0,0,0,Sorefoz Mart,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,0,0,0,89,66,59
FMR319601603,2025-03-18,789601,25891603,84,2025-03-19,2025-03-21,80,0,0,0,Price Rite,"New Jersey, US",USD,AM Tea 100,beverages,45,1.0,0,0,0,92,67,62
FMR319321603,2025-03-18,789321,25891603,137,2025-03-19,2025-03-19,137,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,1,0,0,87,81,70
FMR319201603,2025-03-18,789201,25891603,142,2025-03-19,2025-03-19,135,0,1,0,Rel Fresh,"New Jersey, US",USD,AM Tea 100,beverages,45,1.0,1,0,0,87,81,70
FMR320721603,2025-03-18,789721,25891603,145,2025-03-20,2025-03-21,145,1,0,0,Logic Stores,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,0,1,0,89,75,67
FMR319122603,2025-03-18,789122,25891603,106,2025-03-19,2025-03-21,95,0,0,0,Coolblue,Vadodara,INR,AM Tea 100,beverages,45,1.0,0,0,0,76,65,49
FMR319102202,2025-03-18,789102,25891202,467,2025-03-19,2025-03-19,467,1,1,1,Vijay Stores,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,90,81,73
FMR321501502,2025-03-18,789501,25891202,421,2025-03-21,2025-03-21,400,0,1,0,Best Market,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,92,80,74
FMR319702202,2025-03-18,789702,25891202,328,2025-03-19,2025-03-20,312,0,0,0,Sorefoz Mart,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,0,0,0,89,66,59
FMR321622501,2025-03-18,789622,25891202,121,2025-03-21,2025-03-21,121,1,1,1,Expert Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,90,79,71
FMR319221202,2025-03-18,789221,25891202,125,2025-03-19,2025-03-19,119,0,1,0,Atlas Stores,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,85,80,68
FMR320320602,2025-03-18,789320,25891202,311,2025-03-20,2025-03-20,311,1,1,1,Whole Foods Market,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,1,1,91,81,74
FMR321703502,2025-03-18,789703,25891202,407,2025-03-21,2025-03-21,407,1,1,1,Sorefoz Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,85,78,66
FMR321422402,2025-03-18,789422,25891202,363,2025-03-21,2025-03-23,327,0,0,0,Lotus Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,0,0,0,79,81,64
FMR321101601,2025-03-18,789101,25891202,182,2025-03-21,2025-03-21,146,0,1,0,Costco Wholesale,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,86,80,69
FMR319601202,2025-03-18,789601,25891202,489,2025-03-19,2025-03-20,440,0,0,0,Price Rite,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,0,0,0,92,67,62
FMR321603603,2025-03-18,789603,25891202,400,2025-03-21,2025-03-21,400,1,1,1,Info Stores,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,75,69
FMR319720503,2025-03-18,789720,25891202,287,2025-03-19,2025-03-19,287,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,86,77,66
FMR320621602,2025-03-18,789621,25891202,400,2025-03-20,2025-03-20,400,1,1,1,Expert Mart,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,1,1,92,81,75
FMR321203301,2025-03-18,789203,25891202,490,2025-03-21,2025-03-21,490,1,1,1,Rel Fresh,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,92,76,70
FMR320203303,2025-03-18,789203,25891303,92,2025-03-20,2025-03-20,92,1,1,1,Rel Fresh,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,92,76,70
FMR319103303,2025-03-18,789103,25891303,73,2025-03-19,2025-03-20,69,0,0,0,Vijay Stores,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,0,0,0,92,67,62
FMR320721601,2025-03-18,789721,25891303,23,2025-03-20,2025-03-20,23,1,1,1,Logic Stores,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,1,1,89,75,67
FMR320321303,2025-03-18,789321,25891303,63,2025-03-20,2025-03-21,63,1,0,0,Chiptec Stores,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,1,0,87,81,70
FMR321102501,2025-03-18,789102,25891303,55,2025-03-21,2025-03-21,52,0,1,0,Vijay Stores,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,90,81,73
FMR321401601,2025-03-18,789401,25891303,30,2025-03-21,2025-03-21,27,0,1,0,Wegmans,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,1,0,0,85,79,67
FMR319720503,2025-03-18,789720,25891303,83,2025-03-19,2025-03-19,75,0,1,0,Colonial Farms,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,1,0,0,86,77,66
FMR319420303,2025-03-18,789420,25891303,72,2025-03-19,2025-03-20,72,1,0,0,Lidl,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,0,1,0,75,79,59
FMR319421303,2025-03-18,789421,25891303,81,2025-03-19,2025-03-20,73,0,0,0,Lotus Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,0,0,78,66,51
FMR320622603,2025-03-18,789622,25891303,83,2025-03-20,2025-03-20,83,1,1,1,Expert Mart,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,90,79,71
FMR321622501,2025-03-18,789622,25891303,50,2025-03-21,2025-03-21,50,1,1,1,Expert Mart,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,1,1,90,79,71
FMR320403303,2025-03-18,789403,25891303,72,2025-03-20,2025-03-20,72,1,1,1,Propel Mart,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,1,1,86,79,68
FMR320101303,2025-03-18,789101,25891303,84,2025-03-20,2025-03-21,84,1,0,0,Costco Wholesale,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,0,0,0,86,80,69
FMR320402303,2025-03-18,789402,25891303,36,2025-03-20,2025-03-19,36,1,1,1,Propel Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,1,1,89,80,71
FMR322721602,2025-03-19,789721,25891601,101,2025-03-22,2025-03-22,101,1,1,1,Logic Stores,Ahmedabad,INR,AM Tea 500,beverages,225,6.0,1,0,0,89,75,67
FMR320202502,2025-03-19,789202,25891203,245,2025-03-20,2025-03-20,245,1,1,1,Rel Fresh,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,1,1,85,81,69
FMR321202502,2025-03-19,789202,25891203,205,2025-03-21,2025-03-21,205,1,1,1,Rel Fresh,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,1,1,85,81,69
FMR322202603,2025-03-19,789202,25891203,179,2025-03-22,2025-03-22,143,0,1,0,Rel Fresh,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,85,81,69
FMR320503602,2025-03-19,789503,25891203,314,2025-03-20,2025-03-20,314,1,1,1,Viveks Stores,Vadodara,INR,AM Butter 500,Dairy,300,9.0,1,0,0,86,82,71
FMR322201403,2025-03-19,789201,25891203,207,2025-03-22,2025-03-22,186,0,1,0,Rel Fresh,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,1,0,0,87,81,70
FMR321321502,2025-03-19,789321,25891203,121,2025-03-21,2025-03-21,97,0,1,0,Chiptec Stores,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,87,81,70
FMR321501203,2025-03-19,789501,25891203,464,2025-03-21,2025-03-24,418,0,0,0,Best Market,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,0,0,0,92,80,74
FMR320102203,2025-03-19,789102,25891203,434,2025-03-20,2025-03-23,434,1,0,0,Vijay Stores,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,0,1,0,90,81,73
FMR320903203,2025-03-19,789903,25891203,440,2025-03-20,2025-03-23,440,1,0,0,Elite Mart,Vadodara,INR,AM Butter 500,Dairy,300,9.0,0,1,0,92,65,60
FMR320702601,2025-03-19,789702,25891203,162,2025-03-20,2025-03-20,146,0,1,0,Sorefoz Mart,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,89,66,59
FMR320621603,2025-03-19,789621,25891203,174,2025-03-20,2025-03-20,174,1,1,1,Expert Mart,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,92,81,75
FMR322520602,2025-03-19,789520,25891203,235,2025-03-22,2025-03-23,235,1,0,0,Fairway Market,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,0,0,0,75,68,51
FMR320102601,2025-03-19,789102,25891302,37,2025-03-20,2025-03-20,37,1,1,1,Vijay Stores,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,90,81,73
FMR321702502,2025-03-19,789702,25891302,92,2025-03-21,2025-03-21,92,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,89,66,59
FMR321603302,2025-03-19,789603,25891302,34,2025-03-21,2025-03-22,31,0,0,0,Info Stores,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,92,75,69
FMR322721602,2025-03-19,789721,25891302,25,2025-03-22,2025-03-22,25,1,1,1,Logic Stores,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,89,75,67
FMR320621603,2025-03-19,789621,25891302,89,2025-03-20,2025-03-20,89,1,1,1,Expert Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,92,81,75
FMR320421302,2025-03-19,789421,25891302,74,2025-03-20,2025-03-23,67,0,0,0,Lotus Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,78,66,51
FMR320201602,2025-03-19,789201,25891302,41,2025-03-20,2025-03-20,41,1,1,1,Rel Fresh,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,1,1,1,87,81,70
FMR320122302,2025-03-19,789122,25891302,25,2025-03-20,2025-03-20,24,0,1,0,Coolblue,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,76,65,49
FMR321122302,2025-03-19,789122,25891302,90,2025-03-21,2025-03-22,86,0,0,0,Coolblue,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,76,65,49
FMR322902302,2025-03-19,789902,25891302,81,2025-03-22,2025-03-22,65,0,1,0,Elite Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,90,81,73
FMR322521302,2025-03-19,789521,25891302,62,2025-03-22,2025-03-23,62,1,0,0,Acclaimed Stores,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,0,1,0,78,79,62
FMR322703601,2025-03-19,789703,25891302,62,2025-03-22,2025-03-22,56,0,1,0,Sorefoz Mart,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,85,78,66
FMR321121303,2025-03-19,789121,25891302,76,2025-03-21,2025-03-21,76,1,1,1,Coolblue,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,78,77,60
FMR320402602,2025-03-19,789402,25891302,75,2025-03-20,2025-03-20,75,1,1,1,Propel Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,89,80,71
FMR320422302,2025-03-19,789422,25891302,42,2025-03-20,2025-03-21,42,1,0,0,Lotus Mart,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,0,1,0,79,81,64
FMR322721602,2025-03-19,789721,25891301,24,2025-03-22,2025-03-22,22,0,1,0,Logic Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,89,75,67
FMR320703301,2025-03-19,789703,25891301,53,2025-03-20,2025-03-20,48,0,1,0,Sorefoz Mart,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,85,78,66
FMR321101402,2025-03-19,789101,25891301,57,2025-03-21,2025-03-21,57,1,1,1,Costco Wholesale,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,1,1,86,80,69
FMR321421301,2025-03-19,789421,25891301,41,2025-03-21,2025-03-23,39,0,0,0,Lotus Mart,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,0,0,78,66,51
FMR322720301,2025-03-19,789720,25891301,39,2025-03-22,2025-03-23,39,1,0,0,Colonial Farms,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,0,1,0,86,77,66
FMR320321301,2025-03-19,789321,25891301,54,2025-03-20,2025-03-21,54,1,0,0,Chiptec Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,1,0,87,81,70
FMR320201601,2025-03-19,789201,25891301,61,2025-03-20,2025-03-21,61,1,0,0,Rel Fresh,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,0,1,0,87,81,70
FMR320503602,2025-03-19,789503,25891301,28,2025-03-20,2025-03-20,28,1,1,1,Viveks Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,86,82,71
FMR321503503,2025-03-19,789503,25891301,44,2025-03-21,2025-03-21,44,1,1,1,Viveks Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,1,1,86,82,71
FMR320221301,2025-03-19,789221,25891301,43,2025-03-20,2025-03-21,34,0,0,0,Atlas Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,0,0,85,80,68
FMR321221301,2025-03-19,789221,25891301,42,2025-03-21,2025-03-21,42,1,1,1,Atlas Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,1,1,85,80,68
FMR322522601,2025-03-19,789522,25891301,78,2025-03-22,2025-03-24,78,1,0,0,Acclaimed Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,0,0,0,76,79,60
FMR320702601,2025-03-19,789702,25891301,31,2025-03-20,2025-03-20,29,0,1,0,Sorefoz Mart,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,89,66,59
FMR320520301,2025-03-19,789520,25891301,37,2025-03-20,2025-03-22,30,0,0,0,Fairway Market,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,0,0,0,75,68,51
FMR320220501,2025-03-19,789220,25891301,100,2025-03-20,2025-03-20,95,0,1,0,ShopRite,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,0,0,91,76,69
FMR322220501,2025-03-19,789220,25891301,70,2025-03-22,2025-03-22,70,1,1,1,ShopRite,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,1,1,91,76,69
FMR322403503,2025-03-19,789403,25891301,90,2025-03-22,2025-03-22,90,1,1,1,Propel Mart,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,86,79,68
FMR320603301,2025-03-19,789603,25891301,34,2025-03-20,2025-03-20,34,1,1,1,Info Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,1,1,92,75,69
FMR320401501,2025-03-19,789401,25891102,382,2025-03-20,2025-03-20,382,1,1,1,Wegmans,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,0,0,85,79,67
FMR320402602,2025-03-19,789402,25891102,425,2025-03-20,2025-03-20,425,1,1,1,Propel Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,89,80,71
FMR322402303,2025-03-19,789402,25891102,442,2025-03-22,2025-03-22,442,1,1,1,Propel Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,1,1,89,80,71
FMR321221301,2025-03-19,789221,25891102,442,2025-03-21,2025-03-21,442,1,1,1,Atlas Stores,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,1,1,85,80,68
FMR320521603,2025-03-19,789521,25891102,306,2025-03-20,2025-03-20,291,0,1,0,Acclaimed Stores,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,78,79,62
FMR322521102,2025-03-19,789521,25891102,452,2025-03-22,2025-03-21,452,1,1,1,Acclaimed Stores,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,1,1,78,79,62
FMR322520602,2025-03-19,789520,25891102,344,2025-03-22,2025-03-23,310,0,0,0,Fairway Market,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,0,0,0,75,68,51
FMR320422102,2025-03-19,789422,25891102,359,2025-03-20,2025-03-23,359,1,0,0,Lotus Mart,Vadodara,INR,AM Milk 250,Dairy,62,2.0,0,1,0,79,81,64
FMR322503503,2025-03-19,789503,25891102,476,2025-03-22,2025-03-22,476,1,1,1,Viveks Stores,Vadodara,INR,AM Milk 250,Dairy,62,2.0,1,1,1,86,82,71
FMR320720201,2025-03-19,789720,25891102,352,2025-03-20,2025-03-20,352,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,1,1,86,77,66
FMR321501503,2025-03-19,789501,25891102,482,2025-03-21,2025-03-21,482,1,1,1,Best Market,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,0,0,92,80,74
FMR322103201,2025-03-19,789103,25891102,461,2025-03-22,2025-03-22,415,0,1,0,Vijay Stores,Vadodara,INR,AM Milk 250,Dairy,62,2.0,1,0,0,92,67,62
FMR321421102,2025-03-19,789421,25891102,341,2025-03-21,2025-03-21,324,0,1,0,Lotus Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,78,66,51
FMR320903403,2025-03-19,789903,25891102,347,2025-03-20,2025-03-21,330,0,0,0,Elite Mart,Vadodara,INR,AM Milk 250,Dairy,62,2.0,0,0,0,92,65,60
FMR322903501,2025-03-19,789903,25891102,469,2025-03-22,2025-03-22,375,0,1,0,Elite Mart,Vadodara,INR,AM Milk 250,Dairy,62,2.0,1,0,0,92,65,60
FMR320703102,2025-03-19,789703,25891102,487,2025-03-20,2025-03-21,487,1,0,0,Sorefoz Mart,Vadodara,INR,AM Milk 250,Dairy,62,2.0,0,1,0,85,78,66
FMR321220603,2025-03-19,789220,25891102,442,2025-03-21,2025-03-21,442,1,1,1,ShopRite,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,1,1,91,76,69
FMR320101102,2025-03-19,789101,25891102,472,2025-03-20,2025-03-19,472,1,1,1,Costco Wholesale,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,1,1,86,80,69
FMR321101102,2025-03-19,789101,25891102,340,2025-03-21,2025-03-20,272,0,1,0,Costco Wholesale,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,0,0,86,80,69
FMR322102102,2025-03-19,789102,25891102,303,2025-03-22,2025-03-23,303,1,0,0,Vijay Stores,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,0,1,0,90,81,73
FMR321603601,2025-03-19,789603,25891102,417,2025-03-21,2025-03-21,417,1,1,1,Info Stores,Vadodara,INR,AM Milk 250,Dairy,62,2.0,1,1,1,92,75,69
FMR321102502,2025-03-19,789102,25891502,219,2025-03-21,2025-03-22,219,1,0,0,Vijay Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,0,1,0,90,81,73
FMR322122502,2025-03-19,789122,25891502,152,2025-03-22,2025-03-24,137,0,0,0,Coolblue,Vadodara,INR,AM Biscuits 500,Food,200,6.0,0,0,0,76,65,49
FMR320622502,2025-03-19,789622,25891502,133,2025-03-20,2025-03-20,126,0,1,0,Expert Mart,Vadodara,INR,AM Biscuits 500,Food,200,6.0,1,0,0,90,79,71
FMR321622502,2025-03-19,789622,25891502,114,2025-03-21,2025-03-22,103,0,0,0,Expert Mart,Vadodara,INR,AM Biscuits 500,Food,200,6.0,0,0,0,90,79,71
FMR320220502,2025-03-19,789220,25891502,152,2025-03-20,2025-03-21,152,1,0,0,ShopRite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,0,1,0,91,76,69
FMR320202502,2025-03-19,789202,25891502,236,2025-03-20,2025-03-20,236,1,1,1,Rel Fresh,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,1,1,85,81,69
FMR321202502,2025-03-19,789202,25891502,109,2025-03-21,2025-03-21,109,1,1,1,Rel Fresh,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,1,1,85,81,69
FMR322621502,2025-03-19,789621,25891502,151,2025-03-22,2025-03-22,143,0,1,0,Expert Mart,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,92,81,75
FMR321902602,2025-03-19,789902,25891502,177,2025-03-21,2025-03-21,177,1,1,1,Elite Mart,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,1,1,90,81,73
FMR320503602,2025-03-19,789503,25891502,159,2025-03-20,2025-03-20,159,1,1,1,Viveks Stores,Vadodara,INR,AM Biscuits 500,Food,200,6.0,1,0,0,86,82,71
FMR321401602,2025-03-19,789401,25891502,191,2025-03-21,2025-03-21,191,1,1,1,Wegmans,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,85,79,67
FMR321702502,2025-03-19,789702,25891502,109,2025-03-21,2025-03-21,109,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,1,1,89,66,59
FMR322221502,2025-03-19,789221,25891502,211,2025-03-22,2025-03-22,190,0,1,0,Atlas Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,85,80,68
FMR321321502,2025-03-19,789321,25891502,186,2025-03-21,2025-03-21,186,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,87,81,70
FMR320601502,2025-03-19,789601,25891502,163,2025-03-20,2025-03-20,147,0,1,0,Price Rite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,92,67,62
FMR322601502,2025-03-19,789601,25891502,221,2025-03-22,2025-03-21,199,0,1,0,Price Rite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,92,67,62
FMR320403403,2025-03-19,789403,25891403,371,2025-03-20,2025-03-19,371,1,1,1,Propel Mart,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,1,1,86,79,68
FMR320321403,2025-03-19,789321,25891403,282,2025-03-20,2025-03-20,282,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,87,81,70
FMR320903403,2025-03-19,789903,25891403,218,2025-03-20,2025-03-21,218,1,0,0,Elite Mart,Vadodara,INR,AM Curd 50,Dairy,10,1.0,0,0,0,92,65,60
FMR322201403,2025-03-19,789201,25891403,410,2025-03-22,2025-03-22,410,1,1,1,Rel Fresh,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,0,0,87,81,70
FMR321703603,2025-03-19,789703,25891403,344,2025-03-21,2025-03-21,344,1,1,1,Sorefoz Mart,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,1,1,85,78,66
FMR320503602,2025-03-19,789503,25891403,220,2025-03-20,2025-03-20,220,1,1,1,Viveks Stores,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,0,0,86,82,71
FMR322503503,2025-03-19,789503,25891403,431,2025-03-22,2025-03-22,431,1,1,1,Viveks Stores,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,1,1,86,82,71
FMR321122403,2025-03-19,789122,25891403,389,2025-03-21,2025-03-23,311,0,0,0,Coolblue,Vadodara,INR,AM Curd 50,Dairy,10,1.0,0,0,0,76,65,49
FMR322102603,2025-03-19,789102,25891403,407,2025-03-22,2025-03-22,387,0,1,0,Vijay Stores,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,90,81,73
FMR322720501,2025-03-19,789720,25891403,498,2025-03-22,2025-03-22,498,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,0,0,86,77,66
FMR321521403,2025-03-19,789521,25891403,390,2025-03-21,2025-03-23,312,0,0,0,Acclaimed Stores,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,0,0,0,78,79,62
FMR321121602,2025-03-19,789121,25891403,240,2025-03-21,2025-03-22,240,1,0,0,Coolblue,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,0,1,0,78,77,60
FMR321301403,2025-03-19,789301,25891403,394,2025-03-21,2025-03-20,394,1,1,1,Foodtown,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,1,1,89,78,69
FMR320103403,2025-03-19,789103,25891403,395,2025-03-20,2025-03-20,395,1,1,1,Vijay Stores,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,1,1,92,67,62
FMR321103403,2025-03-19,789103,25891403,220,2025-03-21,2025-03-23,220,1,0,0,Vijay Stores,Vadodara,INR,AM Curd 50,Dairy,10,1.0,0,1,0,92,67,62
FMR322403503,2025-03-19,789403,25891503,114,2025-03-22,2025-03-22,114,1,1,1,Propel Mart,Vadodara,INR,AM Biscuits 250,Food,100,3.0,1,0,0,86,79,68
FMR321503503,2025-03-19,789503,25891503,218,2025-03-21,2025-03-21,218,1,1,1,Viveks Stores,Vadodara,INR,AM Biscuits 250,Food,100,3.0,1,1,1,86,82,71
FMR322503503,2025-03-19,789503,25891503,147,2025-03-22,2025-03-22,147,1,1,1,Viveks Stores,Vadodara,INR,AM Biscuits 250,Food,100,3.0,1,1,1,86,82,71
FMR321321503,2025-03-19,789321,25891503,117,2025-03-21,2025-03-22,117,1,0,0,Chiptec Stores,Ahmedabad,INR,AM Biscuits 250,Food,100,3.0,0,1,0,87,81,70
FMR322321602,2025-03-19,789321,25891503,120,2025-03-22,2025-03-22,120,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Biscuits 250,Food,100,3.0,1,0,0,87,81,70
FMR321401602,2025-03-19,789401,25891503,226,2025-03-21,2025-03-21,226,1,1,1,Wegmans,"New Jersey, US",USD,AM Biscuits 250,Food,100,3.0,1,0,0,85,79,67
FMR322703601,2025-03-19,789703,25891503,147,2025-03-22,2025-03-22,147,1,1,1,Sorefoz Mart,Vadodara,INR,AM Biscuits 250,Food,100,3.0,1,0,0,85,78,66
FMR321501503,2025-03-19,789501,25891503,186,2025-03-21,2025-03-21,177,0,1,0,Best Market,"New Jersey, US",USD,AM Biscuits 250,Food,100,3.0,1,0,0,92,80,74
FMR320102601,2025-03-19,789102,25891503,112,2025-03-20,2025-03-20,112,1,1,1,Vijay Stores,Ahmedabad,INR,AM Biscuits 250,Food,100,3.0,1,1,1,90,81,73
FMR321102602,2025-03-19,789102,25891503,200,2025-03-21,2025-03-21,200,1,1,1,Vijay Stores,Ahmedabad,INR,AM Biscuits 250,Food,100,3.0,1,1,1,90,81,73
FMR320721602,2025-03-19,789721,25891503,153,2025-03-20,2025-03-20,153,1,1,1,Logic Stores,Ahmedabad,INR,AM Biscuits 250,Food,100,3.0,1,1,1,89,75,67
